,Country,Year,Sex,Age,Cases
62474,CO,2005,Female,,292.0
62475,CO,2006,Female,,314.0
62476,CO,2007,Female,,286.0
62477,CO,2008,Female,,284.0
62492,CR,2001,Female,,16.0
62493,CR,2002,Female,,15.0
62494,CR,2003,Female,,11.0
62495,CR,2004,Female,,18.0
62496,CR,2005,Female,,6.0
62510,CU,1995,Female,,48.0
62511,CU,1996,Female,,42.0
62512,CU,1997,Female,,28.0
62513,CU,1999,Female,,28.0
62514,CU,2000,Female,,23.0
62515,CU,2001,Female,,20.0
62516,CU,2002,Female,,20.0
62517,CU,2003,Female,,13.0
62518,CU,2005,Female,,22.0
62519,CU,2006,Female,,14.0
62531,CV,2004,Female,,6.0
62532,CV,2005,Female,,3.0
62533,CV,2007,Female,,3.0
62534,CV,2008,Female,,5.0
62571,CZ,1997,Female,,18.0
62572,CZ,1998,Female,,11.0
62573,CZ,1999,Female,,3.0
62574,CZ,2001,Female,,9.0
62575,CZ,2002,Female,,6.0
62576,CZ,2003,Female,,7.0
62577,CZ,2004,Female,,13.0
62578,CZ,2005,Female,,5.0
62579,CZ,2006,Female,,6.0
62580,CZ,2007,Female,,5.0
62581,CZ,2008,Female,,10.0
62595,DE,1995,Female,,104.0
62596,DE,1997,Female,,99.0
62597,DE,1998,Female,,80.0
62598,DE,1999,Female,,99.0
62612,DJ,2001,Female,,15.0
62613,DJ,2002,Female,,19.0
62614,DJ,2004,Female,,25.0
62615,DJ,2005,Female,,13.0
62616,DJ,2006,Female,,18.0
62617,DJ,2008,Female,,15.0
62631,DK,1995,Female,,3.0
62632,DK,1996,Female,,3.0
62633,DK,1997,Female,,2.0
62634,DK,1998,Female,,6.0
62635,DK,2000,Female,,7.0
62636,DK,2002,Female,,2.0
62637,DK,2003,Female,,2.0
62638,DK,2004,Female,,7.0
62653,DM,1997,Female,,1.0
62654,DM,1998,Female,,1.0
62658,DM,2006,Female,,1.0
62659,DM,2007,Female,,1.0
62674,DO,2000,Female,,79.0
62675,DO,2002,Female,,49.0
62676,DO,2003,Female,,82.0
62677,DO,2004,Female,,60.0
62678,DO,2005,Female,,72.0
62679,DO,2006,Female,,63.0
62680,DO,2007,Female,,53.0
62694,DZ,2001,Female,,280.0
62695,DZ,2002,Female,,217.0
62696,DZ,2005,Female,,229.0
62697,DZ,2007,Female,,247.0
62711,EC,2001,Female,,208.0
62712,EC,2004,Female,,161.0
62713,EC,2005,Female,,85.0
62714,EC,2006,Female,,92.0
62715,EC,2007,Female,,100.0
62716,EC,2008,Female,,107.0
62730,EE,1996,Female,,2.0
62731,EE,1998,Female,,7.0
62732,EE,1999,Female,,2.0
62733,EE,2000,Female,,4.0
62734,EE,2001,Female,,6.0
62735,EE,2002,Female,,5.0
62736,EE,2003,Female,,2.0
62737,EE,2004,Female,,6.0
62738,EE,2005,Female,,6.0
62739,EE,2006,Female,,4.0
62740,EE,2008,Female,,4.0
62755,EG,2001,Female,,109.0
62762,ER,2001,Female,,31.0
62763,ER,2002,Female,,30.0
62764,ER,2003,Female,,36.0
62765,ER,2005,Female,,21.0
62766,ER,2006,Female,,19.0
62798,ET,2000,Female,,366.0
62799,ET,2001,Female,,338.0
62800,ET,2002,Female,,323.0
62801,ET,2003,Female,,412.0
62802,ET,2004,Female,,414.0
62803,ET,2005,Female,,513.0
62804,ET,2006,Female,,510.0
62805,ET,2007,Female,,502.0
62806,ET,2008,Female,,616.0
62822,FI,1995,Female,,10.0
62823,FI,1996,Female,,6.0
62824,FI,1997,Female,,5.0
62825,FI,1998,Female,,12.0
62826,FI,1999,Female,,5.0
62827,FI,2006,Female,,1.0
62829,FI,2008,Female,,2.0
62834,FJ,1994,Female,,7.0
62835,FJ,1995,Female,,4.0
62836,FJ,1996,Female,,2.0
62837,FJ,1997,Female,,7.0
62838,FJ,1998,Female,,3.0
62839,FJ,1999,Female,,5.0
62840,FJ,2000,Female,,4.0
62841,FJ,2002,Female,,4.0
62842,FJ,2003,Female,,8.0
62843,FJ,2004,Female,,2.0
62844,FJ,2008,Female,,3.0
62859,FM,2000,Female,,1.0
62860,FM,2001,Female,,1.0
62861,FM,2007,Female,,2.0
62875,FR,1995,Female,,92.0
62891,GA,1995,Female,,19.0
62892,GA,2002,Female,,21.0
62893,GA,2003,Female,,33.0
62894,GA,2004,Female,,24.0
62895,GA,2005,Female,,29.0
62896,GA,2006,Female,,20.0
62911,GB,1998,Female,,39.0
62931,GD,2003,Female,,1.0
62949,GE,1995,Female,,7.0
62950,GE,1997,Female,,19.0
62951,GE,1998,Female,,17.0
62952,GE,1999,Female,,10.0
62953,GE,2001,Female,,18.0
62954,GE,2004,Female,,26.0
62969,GH,1995,Female,,88.0
62970,GH,2000,Female,,179.0
62971,GH,2001,Female,,209.0
62972,GH,2002,Female,,223.0
62973,GH,2003,Female,,200.0
62974,GH,2004,Female,,202.0
62975,GH,2005,Female,,207.0
62976,GH,2006,Female,,207.0
62977,GH,2007,Female,,183.0
62981,GM,1997,Female,,20.0
62983,GM,2002,Female,,21.0
62984,GM,2005,Female,,22.0
62997,GN,1995,Female,,37.0
62998,GN,1996,Female,,52.0
62999,GN,1997,Female,,48.0
63000,GN,1998,Female,,71.0
63001,GN,2000,Female,,82.0
63002,GN,2001,Female,,77.0
63003,GN,2003,Female,,106.0
63004,GN,2004,Female,,100.0
63005,GN,2005,Female,,94.0
63006,GN,2006,Female,,118.0
63007,GN,2008,Female,,93.0
63019,GQ,1997,Female,,3.0
63020,GQ,1998,Female,,5.0
63022,GQ,2004,Female,,10.0
63025,GQ,2008,Female,,13.0
63041,GR,2006,Female,,6.0
63042,GR,2007,Female,,3.0
63043,GR,2008,Female,,3.0
63057,GT,1995,Female,,129.0
63058,GT,1997,Female,,109.0
63059,GT,1998,Female,,118.0
63060,GT,1999,Female,,121.0
63061,GT,2000,Female,,87.0
63062,GT,2001,Female,,74.0
63063,GT,2002,Female,,68.0
63064,GT,2003,Female,,88.0
63065,GT,2004,Female,,72.0
63066,GT,2005,Female,,88.0
63080,GU,2004,Female,,1.0
63082,GU,2006,Female,,2.0
63083,GU,2007,Female,,1.0
63084,GU,2008,Female,,1.0
63100,GW,1996,Female,,31.0
63101,GW,2000,Female,,15.0
63103,GW,2002,Female,,37.0
63104,GW,2003,Female,,38.0
63105,GW,2004,Female,,54.0
63106,GW,2005,Female,,44.0
63107,GW,2006,Female,,36.0
63109,GW,2008,Female,,41.0
63124,GY,1997,Female,,7.0
63125,GY,2000,Female,,5.0
63126,GY,2001,Female,,3.0
63127,GY,2007,Female,,3.0
63143,HK,2000,Female,,45.0
63144,HK,2001,Female,,34.0
63145,HK,2002,Female,,35.0
63146,HK,2003,Female,,43.0
63160,HN,1998,Female,,135.0
63161,HN,2005,Female,,81.0
63177,HR,1995,Female,,60.0
63178,HR,1997,Female,,52.0
63179,HR,1998,Female,,48.0
63181,HR,2003,Female,,15.0
63182,HR,2004,Female,,7.0
63195,HT,1998,Female,,141.0
63196,HT,1999,Female,,162.0
63197,HT,2000,Female,,132.0
63198,HT,2001,Female,,109.0
63199,HT,2002,Female,,120.0
63200,HT,2003,Female,,165.0
63201,HT,2004,Female,,176.0
63202,HT,2005,Female,,170.0
63203,HT,2006,Female,,184.0
63217,HU,1996,Female,,27.0
63218,HU,1997,Female,,19.0
63219,HU,1998,Female,,17.0
63220,HU,1999,Female,,7.0
63221,HU,2000,Female,,10.0
63222,HU,2008,Female,,5.0
63235,ID,1998,Female,,1610.0
63236,ID,1999,Female,,1909.0
63237,ID,2001,Female,,2381.0
63238,ID,2002,Female,,3118.0
63239,ID,2003,Female,,3907.0
63240,ID,2004,Female,,5422.0
63241,ID,2005,Female,,7539.0
63242,ID,2006,Female,,8786.0
63259,IE,2006,Female,,3.0
63274,IL,1996,Female,,5.0
63275,IL,1998,Female,,9.0
63276,IL,1999,Female,,5.0
63277,IL,2001,Female,,2.0
63278,IL,2002,Female,,8.0
63279,IL,2003,Female,,1.0
63281,IL,2006,Female,,2.0
63295,IN,2007,Female,,13195.0
63304,IQ,2001,Female,,126.0
63305,IQ,2002,Female,,129.0
63306,IQ,2004,Female,,113.0
63307,IQ,2005,Female,,135.0
63322,IR,2001,Female,,442.0
63323,IR,2002,Female,,439.0
63324,IR,2003,Female,,440.0
63325,IR,2005,Female,,382.0
63379,JM,2000,Female,,5.0
63380,JM,2001,Female,,2.0
63381,JM,2002,Female,,3.0
63383,JM,2004,Female,,2.0
63384,JM,2005,Female,,1.0
63399,JO,1996,Female,,8.0
63400,JO,1997,Female,,5.0
63401,JO,1998,Female,,7.0
63402,JO,1999,Female,,7.0
63403,JO,2000,Female,,2.0
63404,JO,2001,Female,,9.0
63405,JO,2002,Female,,12.0
63406,JO,2003,Female,,12.0
63407,JO,2004,Female,,12.0
63408,JO,2005,Female,,8.0
63409,JO,2006,Female,,2.0
63410,JO,2007,Female,,12.0
63411,JO,2008,Female,,7.0
63425,JP,1995,Female,,637.0
63426,JP,1996,Female,,565.0
63427,JP,1997,Female,,547.0
63428,JP,1998,Female,,417.0
63429,JP,1999,Female,,419.0
63430,JP,2000,Female,,384.0
63431,JP,2001,Female,,330.0
63432,JP,2002,Female,,308.0
63433,JP,2003,Female,,313.0
63434,JP,2004,Female,,294.0
63435,JP,2005,Female,,309.0
63441,KE,1995,Female,,242.0
63442,KE,1996,Female,,245.0
63443,KE,1998,Female,,324.0
63444,KE,1999,Female,,348.0
63445,KE,2000,Female,,347.0
63446,KE,2001,Female,,394.0
63447,KE,2003,Female,,551.0
63448,KE,2005,Female,,593.0
63449,KE,2006,Female,,604.0
63464,KG,1995,Female,,15.0
63465,KG,1998,Female,,22.0
63466,KG,1999,Female,,31.0
63467,KG,2004,Female,,34.0
63482,KH,1996,Female,,1201.0
63483,KH,1999,Female,,1448.0
63484,KH,2001,Female,,1428.0
63485,KH,2002,Female,,1650.0
63486,KH,2003,Female,,1857.0
63487,KH,2004,Female,,1836.0
63488,KH,2005,Female,,2058.0
63489,KH,2006,Female,,1915.0
63490,KH,2007,Female,,1839.0
63491,KH,2008,Female,,1943.0
63506,KI,1999,Female,,3.0
63507,KI,2000,Female,,1.0
63508,KI,2001,Female,,4.0
63509,KI,2002,Female,,4.0
63510,KI,2003,Female,,3.0
63511,KI,2004,Female,,6.0
63512,KI,2005,Female,,3.0
63520,KM,1995,Female,,5.0
63521,KM,2000,Female,,2.0
63522,KM,2001,Female,,2.0
63523,KM,2002,Female,,2.0
63524,KM,2003,Female,,1.0
63525,KM,2005,Female,,3.0
63543,KN,2002,Female,,1.0
63548,KN,2007,Female,,1.0
63552,KP,1997,Female,,175.0
63553,KP,2000,Female,,591.0
63554,KP,2002,Female,,892.0
63555,KP,2003,Female,,769.0
63556,KP,2004,Female,,724.0
63557,KP,2006,Female,,791.0
63558,KP,2007,Female,,1056.0
63572,KR,1995,Female,,408.0
63573,KR,1996,Female,,340.0
63574,KR,1997,Female,,359.0
63575,KR,1998,Female,,393.0
63576,KR,1999,Female,,306.0
63577,KR,2000,Female,,295.0
63578,KR,2001,Female,,390.0
63579,KR,2002,Female,,377.0
63580,KR,2003,Female,,381.0
63581,KR,2004,Female,,360.0
63582,KR,2005,Female,,373.0
63596,KW,1995,Female,,4.0
63597,KW,1996,Female,,3.0
63598,KW,1997,Female,,1.0
63599,KW,1998,Female,,5.0
63600,KW,1999,Female,,4.0
63601,KW,2000,Female,,3.0
63602,KW,2001,Female,,5.0
63603,KW,2002,Female,,3.0
63604,KW,2003,Female,,3.0
63605,KW,2005,Female,,1.0
63606,KW,2006,Female,,6.0
63649,KZ,1998,Female,,174.0
63650,KZ,2000,Female,,202.0
63651,KZ,2001,Female,,194.0
63652,KZ,2002,Female,,194.0
63653,KZ,2004,Female,,178.0
63654,KZ,2006,Female,,116.0
63669,LA,1996,Female,,59.0
63670,LA,1997,Female,,88.0
63671,LA,1998,Female,,90.0
63672,LA,1999,Female,,98.0
63673,LA,2000,Female,,91.0
63674,LA,2001,Female,,104.0
63675,LA,2002,Female,,117.0
63676,LA,2003,Female,,114.0
63677,LA,2004,Female,,164.0
63678,LA,2005,Female,,192.0
63679,LA,2006,Female,,222.0
63680,LA,2008,Female,,220.0
63690,LB,1995,Female,,5.0
63691,LB,1996,Female,,6.0
63692,LB,1999,Female,,9.0
63693,LB,2000,Female,,4.0
63694,LB,2002,Female,,3.0
63695,LB,2003,Female,,2.0
63696,LB,2004,Female,,1.0
63697,LB,2005,Female,,3.0
63712,LC,2000,Female,,1.0
63714,LC,2002,Female,,1.0
63721,LK,1996,Female,,111.0
63722,LK,1997,Female,,89.0
63723,LK,2002,Female,,151.0
63724,LK,2003,Female,,132.0
63725,LK,2004,Female,,122.0
63726,LK,2006,Female,,157.0
63737,LR,1996,Female,,12.0
63739,LR,1998,Female,,17.0
63741,LR,2000,Female,,16.0
63742,LR,2001,Female,,17.0
63743,LR,2003,Female,,30.0
63744,LR,2004,Female,,41.0
63745,LR,2005,Female,,52.0
63746,LR,2006,Female,,85.0
63761,LS,1995,Female,,17.0
63762,LS,1996,Female,,29.0
63763,LS,1997,Female,,40.0
63764,LS,1998,Female,,30.0
63766,LS,2004,Female,,68.0
63767,LS,2005,Female,,297.0
63768,LS,2006,Female,,90.0
63783,LT,1997,Female,,25.0
63784,LT,1998,Female,,21.0
63785,LT,2000,Female,,22.0
63786,LT,2001,Female,,28.0
63787,LT,2006,Female,,38.0
63788,LT,2007,Female,,22.0
63806,LU,1997,Female,,1.0
63808,LU,2002,Female,,1.0
63810,LU,2006,Female,,1.0
63826,LV,1995,Female,,27.0
63827,LV,1996,Female,,10.0
63828,LV,1997,Female,,16.0
63829,LV,1998,Female,,15.0
63830,LV,1999,Female,,11.0
63831,LV,2000,Female,,7.0
63832,LV,2001,Female,,18.0
63833,LV,2002,Female,,11.0
63834,LV,2003,Female,,17.0
63835,LV,2004,Female,,12.0
63836,LV,2008,Female,,9.0
63851,LY,1996,Female,,9.0
63853,LY,2003,Female,,21.0
63854,LY,2004,Female,,13.0
63855,LY,2005,Female,,21.0
63856,LY,2006,Female,,12.0
63872,MA,1995,Female,,317.0
63873,MA,1996,Female,,400.0
63874,MA,1997,Female,,424.0
63875,MA,1998,Female,,402.0
63876,MA,1999,Female,,351.0
63877,MA,2000,Female,,406.0
63878,MA,2001,Female,,399.0
63879,MA,2002,Female,,357.0
63880,MA,2003,Female,,366.0
63881,MA,2004,Female,,331.0
63882,MA,2005,Female,,343.0
63921,MD,1995,Female,,10.0
63922,MD,1996,Female,,3.0
63923,MD,1997,Female,,6.0
63924,MD,1998,Female,,5.0
63925,MD,1999,Female,,7.0
63926,MD,2001,Female,,14.0
63927,MD,2002,Female,,23.0
63928,MD,2003,Female,,16.0
63929,MD,2004,Female,,28.0
63930,MD,2006,Female,,25.0
63932,ME,2006,Female,,3.0
63933,ME,2007,Female,,3.0
63934,ME,2008,Female,,4.0
63948,MG,1995,Female,,230.0
63951,MG,2001,Female,,289.0
63952,MG,2006,Female,,353.0
63966,MH,1998,Female,,1.0
63967,MH,2002,Female,,1.0
63969,MH,2005,Female,,4.0
63970,MH,2006,Female,,4.0
63971,MH,2008,Female,,1.0
63975,MK,1995,Female,,17.0
63976,MK,1997,Female,,7.0
63977,MK,1999,Female,,10.0
63978,MK,2000,Female,,5.0
63979,MK,2001,Female,,3.0
63980,MK,2002,Female,,6.0
63981,MK,2003,Female,,1.0
63982,MK,2004,Female,,3.0
63997,ML,1995,Female,,61.0
63998,ML,1996,Female,,51.0
63999,ML,1999,Female,,96.0
64000,ML,2000,Female,,75.0
64002,ML,2002,Female,,71.0
64003,ML,2003,Female,,73.0
64004,ML,2004,Female,,105.0
64005,ML,2005,Female,,101.0
64006,ML,2006,Female,,116.0
64007,ML,2007,Female,,113.0
64022,MM,1996,Female,,408.0
64023,MM,1998,Female,,382.0
64024,MM,1999,Female,,420.0
64025,MM,2000,Female,,592.0
64026,MM,2002,Female,,845.0
64027,MM,2003,Female,,943.0
64028,MM,2004,Female,,1122.0
64029,MM,2005,Female,,1218.0
64030,MM,2006,Female,,1448.0
64031,MM,2007,Female,,1601.0
64032,MM,2008,Female,,1644.0
64047,MN,1996,Female,,19.0
64048,MN,1997,Female,,13.0
64049,MN,1998,Female,,21.0
64050,MN,1999,Female,,18.0
64051,MN,2000,Female,,26.0
64052,MN,2002,Female,,22.0
64053,MN,2003,Female,,32.0
64054,MN,2004,Female,,24.0
64055,MN,2005,Female,,32.0
64056,MN,2006,Female,,24.0
64057,MN,2007,Female,,36.0
64058,MN,2008,Female,,32.0
64073,MO,1995,Female,,5.0
64075,MO,2001,Female,,1.0
64076,MO,2002,Female,,1.0
64077,MO,2003,Female,,4.0
64078,MO,2004,Female,,2.0
64079,MO,2005,Female,,1.0
64080,MO,2006,Female,,3.0
64081,MO,2007,Female,,3.0
64094,MP,1996,Female,,1.0
64099,MP,2005,Female,,1.0
64101,MP,2008,Female,,1.0
64118,MR,2004,Female,,44.0
64119,MR,2006,Female,,29.0
64120,MR,2007,Female,,38.0
64121,MR,2008,Female,,51.0
64157,MT,1995,Female,,1.0
64185,MU,2000,Female,,7.0
64186,MU,2002,Female,,2.0
64187,MU,2003,Female,,3.0
64188,MU,2004,Female,,4.0
64189,MU,2005,Female,,2.0
64190,MU,2006,Female,,1.0
64191,MU,2007,Female,,4.0
64192,MU,2008,Female,,2.0
64206,MV,1995,Female,,6.0
64207,MV,1996,Female,,5.0
64208,MV,1998,Female,,4.0
64209,MV,1999,Female,,6.0
64210,MV,2000,Female,,5.0
64211,MV,2001,Female,,1.0
64212,MV,2002,Female,,1.0
64213,MV,2003,Female,,1.0
64214,MV,2004,Female,,2.0
64215,MV,2005,Female,,2.0
64216,MV,2006,Female,,2.0
64217,MV,2008,Female,,3.0
64223,MW,1997,Female,,123.0
64224,MW,2001,Female,,139.0
64225,MW,2003,Female,,155.0
64226,MW,2004,Female,,191.0
64227,MW,2005,Female,,180.0
64228,MW,2006,Female,,183.0
64242,MX,1996,Female,,472.0
64243,MX,1998,Female,,583.0
64244,MX,2000,Female,,595.0
64245,MX,2001,Female,,787.0
64246,MX,2002,Female,,621.0
64247,MX,2003,Female,,743.0
64248,MX,2004,Female,,626.0
64249,MX,2005,Female,,637.0
64263,MY,1995,Female,,149.0
64264,MY,1998,Female,,157.0
64265,MY,1999,Female,,286.0
64266,MY,2000,Female,,356.0
64267,MY,2001,Female,,353.0
64268,MY,2002,Female,,319.0
64282,MZ,1995,Female,,234.0
64283,MZ,1996,Female,,239.0
64293,0.0,1995,Female,,1.0
64294,0.0,1998,Female,,62.0
64295,0.0,1999,Female,,77.0
64296,0.0,2001,Female,,91.0
64297,0.0,2002,Female,,91.0
64298,0.0,2003,Female,,108.0
64299,0.0,2004,Female,,106.0
64300,0.0,2005,Female,,95.0
64301,0.0,2006,Female,,92.0
64302,0.0,2007,Female,,102.0
64317,NC,2004,Female,,1.0
64334,NE,2005,Female,,131.0
64335,NE,2006,Female,,149.0
64336,NE,2007,Female,,157.0
64351,NG,1995,Female,,654.0
64352,NG,1997,Female,,261.0
64353,NG,1998,Female,,298.0
64354,NG,2003,Female,,536.0
64355,NG,2004,Female,,981.0
64356,NG,2005,Female,,745.0
64357,NG,2006,Female,,1049.0
64358,NG,2007,Female,,1194.0
64359,NG,2008,Female,,1099.0
64373,NI,1995,Female,,64.0
64374,NI,1996,Female,,63.0
64375,NI,1997,Female,,61.0
64376,NI,1998,Female,,61.0
64377,NI,1999,Female,,42.0
64378,NI,2000,Female,,46.0
64379,NI,2001,Female,,52.0
64380,NI,2002,Female,,45.0
64381,NI,2003,Female,,54.0
64382,NI,2004,Female,,44.0
64383,NI,2006,Female,,38.0
64384,NI,2007,Female,,45.0
64399,NL,1996,Female,,6.0
64400,NL,1997,Female,,4.0
64401,NL,1998,Female,,6.0
64402,NL,1999,Female,,1.0
64403,NL,2000,Female,,5.0
64418,NO,1995,Female,,3.0
64420,NO,1997,Female,,2.0
64421,NO,1998,Female,,2.0
64423,NO,2000,Female,,2.0
64424,NO,2001,Female,,2.0
64438,NP,1999,Female,,316.0
64439,NP,2000,Female,,419.0
64440,NP,2002,Female,,426.0
64441,NP,2003,Female,,486.0
64442,NP,2004,Female,,540.0
64443,NP,2005,Female,,532.0
64444,NP,2006,Female,,519.0
64445,NP,2007,Female,,578.0
64505,NZ,2000,Female,,4.0
64506,NZ,2002,Female,,5.0
64507,NZ,2003,Female,,4.0
64508,NZ,2005,Female,,1.0
64522,OM,1999,Female,,4.0
64523,OM,2005,Female,,5.0
64524,OM,2007,Female,,7.0
64538,PA,2004,Female,,34.0
64539,PA,2005,Female,,30.0
64540,PA,2006,Female,,26.0
64541,PA,2007,Female,,21.0
64555,PE,1997,Female,,590.0
64556,PE,1998,Female,,537.0
64557,PE,1999,Female,,613.0
64558,PE,2000,Female,,499.0
64559,PE,2001,Female,,480.0
64560,PE,2004,Female,,440.0
64561,PE,2005,Female,,333.0
64577,PF,1996,Female,,2.0
64578,PF,1997,Female,,2.0
64580,PF,1999,Female,,3.0
64583,PF,2004,Female,,2.0
64584,PF,2006,Female,,2.0
64613,PH,2005,Female,,3274.0
64614,PH,2006,Female,,3485.0
64615,PH,2007,Female,,3313.0
64616,PH,2008,Female,,3086.0
64630,PK,1995,Female,,143.0
64632,PK,2007,Female,,4065.0
64646,PL,1996,Female,,159.0
64647,PL,1998,Female,,81.0
64648,PL,1999,Female,,81.0
64649,PL,2001,Female,,63.0
64650,PL,2002,Female,,70.0
64663,PR,1998,Female,,9.0
64664,PR,1999,Female,,5.0
64665,PR,2000,Female,,1.0
64666,PR,2001,Female,,2.0
64667,PR,2002,Female,,5.0
64668,PR,2003,Female,,3.0
64669,PR,2004,Female,,2.0
64670,PR,2005,Female,,1.0
64671,PR,2006,Female,,2.0
64672,PR,2007,Female,,1.0
64673,PR,2008,Female,,3.0
64688,PS,1996,Female,,3.0
64689,PS,1998,Female,,1.0
64694,PS,2006,Female,,1.0
64695,PS,2008,Female,,2.0
64710,PT,1995,Female,,42.0
64711,PT,1996,Female,,37.0
64712,PT,1997,Female,,23.0
64713,PT,1998,Female,,33.0
64714,PT,1999,Female,,28.0
64731,PW,1999,Female,,2.0
64735,PW,2007,Female,,1.0
64747,PY,2003,Female,,40.0
64763,QA,1997,Female,,1.0
64768,QA,2004,Female,,2.0
64769,QA,2005,Female,,2.0
64799,RU,1999,Female,,313.0
64800,RU,2004,Female,,528.0
64801,RU,2006,Female,,560.0
64813,RW,2006,Female,,72.0
64829,SA,2000,Female,,50.0
64830,SA,2002,Female,,51.0
64831,SA,2003,Female,,51.0
64832,SA,2005,Female,,51.0
64833,SA,2006,Female,,37.0
64834,SA,2007,Female,,39.0
64848,SB,1995,Female,,13.0
64849,SB,1996,Female,,6.0
64850,SB,1997,Female,,4.0
64851,SB,1998,Female,,7.0
64852,SB,2000,Female,,5.0
64853,SB,2002,Female,,7.0
64854,SB,2003,Female,,10.0
64855,SB,2004,Female,,8.0
64856,SB,2005,Female,,9.0
64857,SB,2006,Female,,8.0
64870,SC,2000,Female,,1.0
64872,SC,2004,Female,,1.0
64888,SD,2000,Female,,327.0
64889,SD,2002,Female,,275.0
64890,SD,2004,Female,,400.0
64891,SD,2005,Female,,411.0
64892,SD,2006,Female,,442.0
64893,SD,2007,Female,,467.0
64907,SE,1996,Female,,6.0
64908,SE,1997,Female,,3.0
64909,SE,1998,Female,,2.0
64910,SE,2000,Female,,2.0
64911,SE,2001,Female,,2.0
64912,SE,2002,Female,,2.0
64914,SE,2004,Female,,3.0
64915,SE,2008,Female,,1.0
64929,SG,1995,Female,,19.0
64930,SG,2000,Female,,5.0
64931,SG,2001,Female,,9.0
64932,SG,2002,Female,,24.0
64933,SG,2003,Female,,20.0
64934,SG,2004,Female,,19.0
64935,SG,2005,Female,,20.0
64936,SG,2008,Female,,17.0
64950,SI,1995,Female,,5.0
64951,SI,1996,Female,,7.0
64952,SI,1997,Female,,4.0
64953,SI,1998,Female,,2.0
64954,SI,2000,Female,,3.0
64955,SI,2001,Female,,5.0
64956,SI,2002,Female,,3.0
64957,SI,2003,Female,,4.0
64958,SI,2004,Female,,2.0
64959,SI,2005,Female,,4.0
64960,SI,2006,Female,,4.0
64961,SI,2007,Female,,3.0
64962,SI,2008,Female,,2.0
64976,SK,1995,Female,,33.0
64977,SK,1997,Female,,9.0
64978,SK,1998,Female,,5.0
64979,SK,1999,Female,,8.0
64980,SK,2000,Female,,4.0
64981,SK,2001,Female,,4.0
64995,SL,1995,Female,,24.0
64996,SL,1996,Female,,49.0
64997,SL,1997,Female,,39.0
64998,SL,1998,Female,,43.0
65000,SL,2000,Female,,49.0
65001,SL,2001,Female,,61.0
65002,SL,2002,Female,,48.0
65003,SL,2003,Female,,77.0
65004,SL,2004,Female,,89.0
65005,SL,2005,Female,,114.0
65006,SL,2006,Female,,111.0
65007,SL,2008,Female,,153.0
65038,SN,1995,Female,,126.0
65039,SN,1996,Female,,121.0
65040,SN,1997,Female,,87.0
65041,SN,1998,Female,,98.0
65042,SN,1999,Female,,106.0
65043,SN,2000,Female,,107.0
65044,SN,2001,Female,,113.0
65045,SN,2002,Female,,118.0
65046,SN,2003,Female,,122.0
65047,SN,2004,Female,,139.0
65048,SN,2005,Female,,116.0
65049,SN,2006,Female,,124.0
65050,SN,2007,Female,,121.0
65058,SO,1998,Female,,74.0
65059,SO,2000,Female,,72.0
65060,SO,2001,Female,,97.0
65061,SO,2003,Female,,161.0
65062,SO,2004,Female,,157.0
65063,SO,2005,Female,,212.0
65064,SO,2006,Female,,171.0
65065,SO,2007,Female,,181.0
65066,SO,2008,Female,,191.0
65098,ST,2002,Female,,2.0
65099,ST,2004,Female,,1.0
65100,ST,2005,Female,,3.0
65101,ST,2006,Female,,1.0
65102,ST,2007,Female,,5.0
65118,SV,1996,Female,,38.0
65119,SV,1999,Female,,44.0
65120,SV,2000,Female,,39.0
65121,SV,2001,Female,,53.0
65122,SV,2002,Female,,51.0
65123,SV,2003,Female,,44.0
65124,SV,2004,Female,,48.0
65125,SV,2005,Female,,42.0
65126,SV,2006,Female,,38.0
65141,SY,1996,Female,,45.0
65142,SY,2002,Female,,31.0
65143,SY,2003,Female,,33.0
65144,SY,2004,Female,,59.0
65145,SY,2005,Female,,32.0
65154,SZ,1995,Female,,8.0
65157,SZ,2007,Female,,39.0
65175,TC,2006,Female,,1.0
65195,TD,1999,Female,,16.0
65196,TD,2003,Female,,151.0
65197,TD,2004,Female,,25.0
65198,TD,2005,Female,,59.0
65215,TG,1999,Female,,25.0
65217,TG,2002,Female,,29.0
65218,TG,2006,Female,,58.0
65219,TG,2007,Female,,35.0
65220,TG,2008,Female,,47.0
65235,TH,1995,Female,,1175.0
65236,TH,1996,Female,,918.0
65237,TH,1998,Female,,475.0
65238,TH,2002,Female,,1307.0
65239,TH,2003,Female,,1264.0
65240,TH,2004,Female,,1203.0
65241,TH,2006,Female,,1287.0
65242,TH,2008,Female,,1276.0
65258,TJ,1996,Female,,11.0
65259,TJ,1998,Female,,10.0
65261,TJ,2002,Female,,15.0
65263,TJ,2007,Female,,61.0
65289,TL,2002,Female,,40.0
65290,TL,2005,Female,,18.0
65291,TL,2006,Female,,34.0
65292,TL,2007,Female,,36.0
65293,TL,2008,Female,,35.0
65307,TM,1995,Female,,25.0
65308,TM,1996,Female,,19.0
65309,TM,1997,Female,,45.0
65310,TM,1998,Female,,16.0
65311,TM,1999,Female,,27.0
65312,TM,2000,Female,,34.0
65313,TM,2001,Female,,32.0
65314,TM,2002,Female,,34.0
65315,TM,2003,Female,,21.0
65316,TM,2004,Female,,26.0
65317,TM,2006,Female,,24.0
65318,TM,2008,Female,,29.0
65333,TN,2001,Female,,42.0
65334,TN,2002,Female,,34.0
65335,TN,2003,Female,,24.0
