,iso2,year,new_sp,new_sp_m04,new_sp_m514,new_sp_m1524,new_sp_m2534,new_sp_m3544,new_sp_m4554,new_sp_m5564,new_sp_m65,new_sp_mu,new_sp_f04,new_sp_f514,new_sp_f1524,new_sp_f2534,new_sp_f3544,new_sp_f4554,new_sp_f5564,new_sp_f65,new_sp_fu
2217,HT,2005,7340.0,0.0,0.0,1045.0,1035.0,701.0,451.0,222.0,156.0,0.0,0.0,0.0,1097.0,1099.0,633.0,414.0,170.0,132.0,0.0
2218,HT,2006,7461.0,0.0,0.0,1110.0,1132.0,672.0,455.0,201.0,174.0,0.0,0.0,0.0,1113.0,1039.0,638.0,387.0,184.0,126.0,0.0
2237,HU,1996,1066.0,0.0,0.0,28.0,139.0,151.0,209.0,140.0,105.0,0.0,0.0,0.0,30.0,42.0,51.0,63.0,27.0,76.0,0.0
2238,HU,1997,702.0,0.0,0.0,8.0,51.0,163.0,164.0,90.0,69.0,0.0,0.0,0.0,9.0,25.0,35.0,24.0,19.0,44.0,0.0
2239,HU,1998,667.0,0.0,0.0,14.0,64.0,149.0,163.0,62.0,59.0,0.0,0.0,0.0,13.0,27.0,34.0,25.0,17.0,40.0,0.0
2240,HU,1999,660.0,0.0,0.0,16.0,48.0,155.0,183.0,74.0,47.0,0.0,0.0,0.0,17.0,19.0,37.0,19.0,7.0,32.0,0.0
2241,HU,2000,412.0,0.0,0.0,8.0,24.0,85.0,104.0,58.0,27.0,0.0,0.0,0.0,7.0,17.0,19.0,22.0,10.0,30.0,0.0
2249,HU,2008,346.0,0.0,0.0,12.0,23.0,47.0,86.0,72.0,24.0,0.0,0.0,0.0,11.0,13.0,15.0,12.0,5.0,25.0,1.0
2267,ID,1998,32280.0,0.0,0.0,2732.0,3873.0,4054.0,3486.0,2654.0,1517.0,0.0,0.0,0.0,2674.0,3412.0,3130.0,2335.0,1610.0,617.0,0.0
2268,ID,1999,49172.0,0.0,0.0,3741.0,5277.0,4999.0,4401.0,3267.0,1697.0,0.0,0.0,0.0,3595.0,12859.0,3624.0,2812.0,1909.0,745.0,0.0
2270,ID,2001,53965.0,0.0,0.0,5400.0,7279.0,6241.0,5538.0,4076.0,1914.0,0.0,0.0,0.0,5213.0,6040.0,4849.0,3537.0,2381.0,845.0,0.0
2271,ID,2002,76230.0,0.0,0.0,7826.0,10248.0,8760.0,7668.0,5332.0,2891.0,0.0,0.0,0.0,7366.0,8794.0,6773.0,4943.0,3118.0,1292.0,0.0
2272,ID,2003,92566.0,0.0,0.0,9570.0,12647.0,10925.0,9558.0,6720.0,3615.0,0.0,0.0,0.0,8734.0,10127.0,7889.0,6085.0,3907.0,1649.0,0.0
2273,ID,2004,128981.0,0.0,0.0,12546.0,17137.0,14881.0,14772.0,9669.0,5197.0,0.0,0.0,0.0,11509.0,13597.0,10953.0,9586.0,5422.0,2212.0,0.0
2274,ID,2005,158640.0,0.0,0.0,15215.0,20906.0,18401.0,17847.0,13509.0,6390.0,0.0,0.0,0.0,13916.0,16393.0,13022.0,10927.0,7539.0,2783.0,0.0
2275,ID,2006,175320.0,0.0,0.0,16285.0,22752.0,20332.0,20059.0,15869.0,7348.0,0.0,0.0,0.0,14377.0,17628.0,14421.0,12376.0,8786.0,3203.0,0.0
2304,IE,2006,133.0,0.0,0.0,8.0,18.0,17.0,11.0,16.0,13.0,1.0,0.0,0.0,11.0,20.0,8.0,4.0,3.0,3.0,0.0
2323,IL,1996,147.0,0.0,0.0,5.0,18.0,21.0,15.0,11.0,33.0,0.0,0.0,0.0,8.0,4.0,2.0,4.0,5.0,18.0,0.0
2325,IL,1998,221.0,0.0,0.0,20.0,29.0,35.0,19.0,16.0,30.0,0.0,0.0,0.0,9.0,10.0,7.0,9.0,9.0,26.0,0.0
2326,IL,1999,170.0,0.0,0.0,13.0,22.0,22.0,16.0,10.0,27.0,0.0,0.0,0.0,4.0,15.0,7.0,2.0,5.0,22.0,0.0
2328,IL,2001,172.0,0.0,0.0,7.0,26.0,17.0,17.0,10.0,42.0,0.0,0.0,0.0,6.0,14.0,8.0,2.0,2.0,18.0,0.0
2329,IL,2002,164.0,0.0,0.0,7.0,18.0,13.0,12.0,9.0,23.0,0.0,0.0,0.0,19.0,12.0,15.0,7.0,8.0,16.0,0.0
2330,IL,2003,150.0,0.0,0.0,9.0,12.0,22.0,10.0,6.0,25.0,0.0,0.0,0.0,13.0,13.0,13.0,5.0,1.0,18.0,0.0
2331,IL,2004,91.0,0.0,0.0,2.0,7.0,13.0,10.0,3.0,16.0,0.0,0.0,0.0,4.0,12.0,8.0,2.0,0.0,11.0,0.0
2333,IL,2006,72.0,0.0,0.0,3.0,12.0,14.0,4.0,6.0,10.0,0.0,0.0,0.0,1.0,5.0,4.0,4.0,2.0,7.0,0.0
2363,IN,2007,592587.0,0.0,0.0,73947.0,83850.0,88045.0,76408.0,53414.0,31922.0,0.0,0.0,0.0,50289.0,49519.0,32407.0,20316.0,13195.0,7395.0,0.0
2386,IQ,2001,3559.0,0.0,0.0,722.0,737.0,275.0,260.0,200.0,142.0,0.0,0.0,0.0,362.0,295.0,147.0,171.0,126.0,86.0,0.0
2387,IQ,2002,3895.0,0.0,0.0,706.0,923.0,308.0,284.0,205.0,158.0,0.0,0.0,0.0,338.0,288.0,172.0,176.0,129.0,116.0,0.0
2389,IQ,2004,3381.0,0.0,0.0,615.0,770.0,288.0,244.0,183.0,125.0,0.0,0.0,0.0,334.0,243.0,139.0,162.0,113.0,80.0,0.0
2390,IQ,2005,3096.0,0.0,0.0,424.0,644.0,261.0,245.0,189.0,148.0,0.0,0.0,0.0,305.0,260.0,151.0,197.0,135.0,80.0,0.0
2415,IR,2001,5529.0,0.0,0.0,469.0,529.0,371.0,309.0,299.0,649.0,0.0,0.0,0.0,621.0,401.0,278.0,327.0,442.0,693.0,0.0
2416,IR,2002,5366.0,0.0,0.0,457.0,502.0,375.0,322.0,302.0,668.0,0.0,0.0,0.0,558.0,332.0,275.0,298.0,439.0,732.0,0.0
2417,IR,2003,5188.0,0.0,0.0,413.0,528.0,396.0,282.0,294.0,673.0,0.0,0.0,0.0,442.0,282.0,254.0,300.0,440.0,776.0,0.0
2419,IR,2005,4581.0,0.0,0.0,352.0,531.0,338.0,281.0,260.0,630.0,0.0,0.0,0.0,394.0,205.0,186.0,260.0,382.0,701.0,0.0
2438,IS,1995,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2439,IS,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2441,IS,1998,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2442,IS,1999,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2443,IS,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2444,IS,2001,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2445,IS,2002,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2446,IS,2003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2447,IS,2004,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2448,IS,2005,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2449,IS,2006,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
2451,IS,2008,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2501,JM,2000,90.0,0.0,0.0,6.0,13.0,13.0,15.0,6.0,5.0,0.0,0.0,0.0,8.0,8.0,7.0,2.0,5.0,1.0,0.0
2502,JM,2001,75.0,0.0,0.0,10.0,9.0,21.0,5.0,1.0,1.0,0.0,0.0,0.0,2.0,7.0,6.0,3.0,2.0,3.0,0.0
2503,JM,2002,60.0,0.0,0.0,9.0,11.0,8.0,7.0,7.0,4.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0
2504,JM,2003,81.0,0.0,0.0,11.0,9.0,14.0,12.0,4.0,6.0,0.0,0.0,0.0,7.0,8.0,2.0,3.0,0.0,2.0,0.0
2505,JM,2004,69.0,0.0,0.0,9.0,7.0,4.0,13.0,8.0,10.0,0.0,0.0,0.0,4.0,6.0,4.0,1.0,2.0,1.0,0.0
2506,JM,2005,53.0,0.0,0.0,4.0,6.0,6.0,10.0,6.0,7.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0,1.0,3.0,0.0
2507,JM,2006,61.0,0.0,0.0,9.0,10.0,9.0,6.0,6.0,9.0,0.0,0.0,0.0,2.0,5.0,3.0,1.0,0.0,1.0,0.0
2526,JO,1996,170.0,0.0,0.0,22.0,30.0,17.0,13.0,21.0,9.0,0.0,0.0,0.0,8.0,11.0,8.0,16.0,8.0,4.0,0.0
2527,JO,1997,136.0,0.0,0.0,14.0,18.0,11.0,10.0,19.0,22.0,0.0,0.0,0.0,8.0,6.0,4.0,4.0,5.0,7.0,0.0
2528,JO,1998,110.0,0.0,0.0,22.0,26.0,7.0,12.0,10.0,6.0,0.0,0.0,0.0,7.0,6.0,3.0,3.0,7.0,1.0,0.0
2529,JO,1999,102.0,0.0,0.0,16.0,19.0,16.0,10.0,8.0,2.0,0.0,0.0,0.0,8.0,7.0,2.0,2.0,7.0,5.0,0.0
2530,JO,2000,89.0,0.0,0.0,8.0,16.0,13.0,9.0,14.0,2.0,0.0,0.0,0.0,8.0,9.0,1.0,2.0,2.0,5.0,0.0
2531,JO,2001,94.0,0.0,0.0,7.0,22.0,10.0,10.0,8.0,7.0,0.0,0.0,0.0,8.0,6.0,1.0,0.0,9.0,4.0,0.0
2532,JO,2002,91.0,0.0,0.0,8.0,9.0,11.0,12.0,11.0,5.0,0.0,0.0,0.0,9.0,4.0,3.0,2.0,12.0,5.0,0.0
2533,JO,2003,108.0,0.0,0.0,19.0,20.0,17.0,8.0,13.0,0.0,0.0,0.0,0.0,6.0,7.0,2.0,3.0,12.0,0.0,0.0
2534,JO,2004,91.0,0.0,0.0,8.0,12.0,14.0,6.0,17.0,0.0,0.0,0.0,0.0,10.0,4.0,3.0,5.0,12.0,0.0,0.0
2535,JO,2005,86.0,0.0,0.0,8.0,17.0,9.0,4.0,6.0,5.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,8.0,5.0,0.0
2536,JO,2006,104.0,0.0,0.0,9.0,23.0,16.0,7.0,4.0,10.0,0.0,0.0,0.0,8.0,11.0,3.0,5.0,2.0,6.0,0.0
2537,JO,2007,109.0,0.0,0.0,7.0,20.0,14.0,9.0,7.0,5.0,0.0,0.0,0.0,9.0,12.0,6.0,1.0,12.0,7.0,0.0
2538,JO,2008,104.0,0.0,0.0,13.0,10.0,3.0,5.0,13.0,5.0,0.0,0.0,0.0,20.0,15.0,6.0,4.0,7.0,3.0,0.0
2554,JP,1995,14367.0,0.0,0.0,342.0,627.0,995.0,1847.0,2059.0,4089.0,0.0,0.0,0.0,258.0,476.0,298.0,476.0,637.0,2234.0,0.0
2555,JP,1996,12867.0,0.0,0.0,309.0,621.0,843.0,1756.0,1878.0,3639.0,0.0,0.0,0.0,224.0,409.0,262.0,364.0,565.0,1974.0,0.0
2556,JP,1997,13571.0,0.0,0.0,304.0,625.0,798.0,1793.0,1908.0,4055.0,0.0,0.0,0.0,248.0,455.0,237.0,405.0,547.0,2177.0,0.0
2557,JP,1998,11935.0,0.0,0.0,306.0,597.0,724.0,1571.0,1660.0,3545.0,0.0,0.0,0.0,243.0,418.0,233.0,329.0,417.0,1884.0,0.0
2558,JP,1999,12909.0,0.0,0.0,290.0,623.0,706.0,1605.0,1768.0,4117.0,0.0,0.0,0.0,236.0,459.0,253.0,292.0,419.0,2128.0,0.0
2559,JP,2000,11853.0,0.0,0.0,246.0,572.0,676.0,1494.0,1509.0,3816.0,0.0,0.0,0.0,222.0,464.0,213.0,292.0,384.0,1958.0,0.0
2560,JP,2001,11408.0,0.0,0.0,220.0,576.0,632.0,1319.0,1513.0,3840.0,0.0,0.0,0.0,175.0,437.0,228.0,250.0,330.0,1880.0,0.0
2561,JP,2002,10807.0,0.0,0.0,191.0,549.0,579.0,1192.0,1334.0,3747.0,0.0,0.0,0.0,192.0,395.0,259.0,248.0,308.0,1808.0,0.0
2562,JP,2003,10843.0,0.0,0.0,210.0,521.0,550.0,1063.0,1388.0,3731.0,0.0,0.0,0.0,203.0,395.0,246.0,254.0,313.0,1966.0,0.0
2563,JP,2004,10471.0,0.0,0.0,193.0,462.0,599.0,934.0,1363.0,3759.0,0.0,0.0,0.0,182.0,364.0,230.0,222.0,294.0,1861.0,0.0
2564,JP,2005,10931.0,0.0,0.0,197.0,488.0,605.0,868.0,1418.0,3867.0,0.0,0.0,0.0,187.0,428.0,249.0,224.0,309.0,2077.0,0.0
2581,KE,1995,13934.0,0.0,0.0,2072.0,3073.0,1675.0,920.0,485.0,296.0,0.0,0.0,0.0,1802.0,1759.0,741.0,411.0,242.0,117.0,0.0
2582,KE,1996,16978.0,0.0,0.0,2492.0,3820.0,2097.0,993.0,498.0,311.0,0.0,0.0,0.0,2290.0,2327.0,926.0,462.0,245.0,114.0,0.0
2584,KE,1998,24029.0,0.0,0.0,3372.0,5477.0,2983.0,1378.0,626.0,382.0,0.0,0.0,0.0,3315.0,3469.0,1378.0,656.0,324.0,141.0,0.0
2585,KE,1999,27197.0,0.0,0.0,3835.0,6078.0,3349.0,1545.0,645.0,405.0,0.0,0.0,0.0,3850.0,3997.0,1596.0,760.0,348.0,179.0,0.0
2586,KE,2000,28773.0,0.0,0.0,3739.0,6653.0,3548.0,1630.0,630.0,414.0,0.0,0.0,0.0,3916.0,4363.0,1874.0,831.0,347.0,148.0,0.0
2587,KE,2001,31307.0,0.0,0.0,4083.0,7070.0,3903.0,1771.0,723.0,443.0,0.0,0.0,0.0,4116.0,4822.0,2063.0,935.0,394.0,221.0,0.0
2589,KE,2003,38158.0,0.0,0.0,4918.0,8515.0,4560.0,2167.0,928.0,567.0,0.0,0.0,0.0,5003.0,6023.0,2618.0,1171.0,551.0,309.0,0.0
2591,KE,2005,40389.0,0.0,0.0,4790.0,8832.0,5069.0,2521.0,1031.0,590.0,0.0,0.0,0.0,5144.0,6521.0,2781.0,1266.0,593.0,315.0,0.0
2592,KE,2006,39154.0,0.0,0.0,4708.0,8229.0,4975.0,2467.0,1037.0,645.0,0.0,0.0,0.0,4953.0,6052.0,2792.0,1343.0,604.0,379.0,0.0
2610,KG,1995,832.0,0.0,0.0,109.0,171.0,165.0,65.0,38.0,30.0,0.0,0.0,0.0,70.0,94.0,34.0,18.0,15.0,19.0,0.0
2613,KG,1998,830.0,0.0,0.0,105.0,176.0,141.0,75.0,43.0,21.0,0.0,0.0,0.0,68.0,89.0,54.0,20.0,22.0,9.0,0.0
2614,KG,1999,1642.0,0.0,0.0,216.0,388.0,244.0,142.0,73.0,49.0,0.0,0.0,0.0,137.0,199.0,75.0,40.0,31.0,35.0,0.0
2619,KG,2004,1761.0,0.0,0.0,221.0,277.0,265.0,164.0,58.0,69.0,0.0,0.0,0.0,196.0,228.0,104.0,59.0,34.0,72.0,0.0
2640,KH,1996,12065.0,0.0,0.0,32.0,1272.0,1363.0,1348.0,1226.0,726.0,0.0,0.0,0.0,27.0,1087.0,1430.0,1534.0,1201.0,547.0,0.0
2643,KH,1999,15744.0,0.0,0.0,525.0,1389.0,1734.0,1645.0,1578.0,1089.0,0.0,0.0,0.0,445.0,1229.0,1861.0,1857.0,1448.0,852.0,0.0
2645,KH,2001,14361.0,0.0,0.0,600.0,1302.0,1601.0,1406.0,1403.0,1037.0,0.0,0.0,0.0,455.0,1033.0,1526.0,1687.0,1428.0,829.0,0.0
2646,KH,2002,17258.0,0.0,0.0,791.0,1449.0,1956.0,1799.0,1624.0,1432.0,0.0,0.0,0.0,600.0,1114.0,1737.0,1898.0,1650.0,1100.0,0.0
2647,KH,2003,18923.0,0.0,0.0,805.0,1514.0,2183.0,1848.0,1729.0,1487.0,0.0,0.0,0.0,691.0,1287.0,1975.0,2208.0,1857.0,1256.0,0.0
2648,KH,2004,18978.0,0.0,0.0,850.0,1466.0,2261.0,1942.0,1759.0,1538.0,0.0,0.0,0.0,658.0,1276.0,1882.0,2176.0,1836.0,1270.0,0.0
2649,KH,2005,21001.0,0.0,0.0,894.0,1600.0,2349.0,2043.0,1964.0,1811.0,0.0,0.0,0.0,790.0,1413.0,2089.0,2323.0,2058.0,1573.0,0.0
2650,KH,2006,19294.0,0.0,0.0,791.0,1486.0,2205.0,1902.0,1689.0,1665.0,0.0,0.0,0.0,749.0,1330.0,1839.0,2072.0,1915.0,1557.0,0.0
2651,KH,2007,19421.0,0.0,0.0,883.0,1526.0,2190.0,2102.0,1761.0,1644.0,0.0,0.0,0.0,749.0,1351.0,1698.0,2105.0,1839.0,1459.0,0.0
2652,KH,2008,19860.0,0.0,0.0,920.0,1570.0,2040.0,2117.0,1746.0,1683.0,0.0,0.0,0.0,808.0,1403.0,1809.0,2093.0,1943.0,1607.0,0.0
2672,KI,1999,59.0,0.0,0.0,6.0,4.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,9.0,9.0,6.0,2.0,3.0,4.0,0.0
2673,KI,2000,54.0,0.0,0.0,9.0,3.0,3.0,3.0,8.0,2.0,0.0,0.0,0.0,5.0,6.0,3.0,4.0,1.0,3.0,0.0
2674,KI,2001,64.0,0.0,0.0,10.0,7.0,3.0,3.0,5.0,3.0,0.0,0.0,0.0,7.0,7.0,3.0,3.0,4.0,1.0,0.0
2675,KI,2002,82.0,0.0,0.0,11.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,15.0,8.0,8.0,3.0,4.0,1.0,0.0
2676,KI,2003,99.0,0.0,0.0,13.0,5.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,20.0,4.0,12.0,7.0,3.0,4.0,0.0
2677,KI,2004,142.0,0.0,0.0,17.0,10.0,12.0,10.0,9.0,3.0,0.0,0.0,0.0,31.0,9.0,12.0,7.0,6.0,1.0,0.0
2678,KI,2005,124.0,0.0,0.0,15.0,15.0,12.0,17.0,4.0,1.0,0.0,0.0,0.0,22.0,12.0,7.0,7.0,3.0,1.0,0.0
2689,KM,1995,103.0,0.0,0.0,18.0,13.0,9.0,7.0,8.0,4.0,0.0,0.0,0.0,13.0,9.0,8.0,6.0,5.0,2.0,0.0
2694,KM,2000,87.0,0.0,0.0,18.0,7.0,14.0,9.0,3.0,4.0,0.0,0.0,0.0,9.0,6.0,12.0,1.0,2.0,1.0,0.0
2695,KM,2001,92.0,0.0,0.0,15.0,11.0,10.0,11.0,3.0,5.0,0.0,0.0,0.0,10.0,11.0,8.0,4.0,2.0,0.0,0.0
2696,KM,2002,72.0,0.0,0.0,10.0,9.0,8.0,4.0,3.0,3.0,0.0,0.0,0.0,11.0,6.0,7.0,6.0,2.0,3.0,0.0
2697,KM,2003,48.0,0.0,0.0,7.0,12.0,5.0,1.0,3.0,3.0,0.0,0.0,0.0,5.0,7.0,1.0,1.0,1.0,1.0,0.0
2699,KM,2005,79.0,0.0,0.0,12.0,9.0,6.0,4.0,2.0,4.0,0.0,0.0,0.0,10.0,7.0,4.0,8.0,3.0,8.0,0.0
2719,KN,1996,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2725,KN,2002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2729,KN,2006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2730,KN,2007,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2731,KN,2008,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2734,KP,1997,3980.0,0.0,0.0,375.0,430.0,640.0,620.0,430.0,240.0,0.0,0.0,0.0,205.0,295.0,210.0,205.0,175.0,148.0,0.0
2737,KP,2000,16440.0,0.0,0.0,928.0,1508.0,2927.0,2519.0,1167.0,651.0,0.0,0.0,0.0,683.0,1121.0,2004.0,1524.0,591.0,357.0,0.0
2739,KP,2002,18576.0,0.0,0.0,1444.0,2282.0,2584.0,2618.0,1235.0,745.0,0.0,0.0,0.0,1049.0,1720.0,1642.0,1505.0,892.0,521.0,0.0
2740,KP,2003,17392.0,0.0,0.0,1154.0,2279.0,2678.0,2469.0,1412.0,634.0,0.0,0.0,0.0,823.0,1623.0,1607.0,1395.0,769.0,370.0,0.0
2741,KP,2004,18479.0,0.0,0.0,1284.0,2559.0,2991.0,2858.0,1464.0,460.0,0.0,0.0,0.0,887.0,1577.0,1640.0,1473.0,724.0,269.0,0.0
2743,KP,2006,18435.0,0.0,0.0,1498.0,2393.0,3219.0,2301.0,1479.0,591.0,0.0,0.0,0.0,725.0,1373.0,2051.0,1373.0,791.0,397.0,0.0
2744,KP,2007,23575.0,0.0,0.0,1947.0,2748.0,3717.0,2831.0,2093.0,674.0,0.0,0.0,0.0,1233.0,1682.0,2672.0,1723.0,1056.0,440.0,0.0
2761,KR,1995,11754.0,0.0,0.0,1131.0,1613.0,1425.0,1207.0,1307.0,1225.0,0.0,0.0,0.0,908.0,863.0,431.0,296.0,408.0,867.0,0.0
2762,KR,1996,11420.0,0.0,0.0,1150.0,1587.0,1457.0,1118.0,1216.0,1116.0,0.0,0.0,0.0,950.0,827.0,460.0,297.0,340.0,839.0,0.0
2763,KR,1997,9957.0,0.0,0.0,935.0,1276.0,1221.0,982.0,1069.0,1099.0,0.0,0.0,0.0,790.0,685.0,445.0,234.0,359.0,807.0,0.0
2764,KR,1998,10359.0,0.0,0.0,977.0,1334.0,1329.0,999.0,1074.0,1119.0,0.0,0.0,0.0,765.0,708.0,455.0,238.0,393.0,912.0,0.0
2765,KR,1999,9559.0,0.0,0.0,884.0,1205.0,1180.0,871.0,962.0,1136.0,0.0,0.0,0.0,704.0,653.0,402.0,256.0,306.0,933.0,0.0
2766,KR,2000,8216.0,0.0,0.0,821.0,1085.0,988.0,853.0,731.0,901.0,0.0,0.0,0.0,546.0,544.0,393.0,220.0,295.0,795.0,0.0
2767,KR,2001,11805.0,0.0,0.0,942.0,1415.0,1419.0,1293.0,1103.0,1361.0,0.0,0.0,0.0,839.0,890.0,489.0,326.0,390.0,1270.0,0.0
2768,KR,2002,11345.0,0.0,0.0,806.0,1333.0,1374.0,1265.0,1029.0,1390.0,0.0,0.0,0.0,759.0,854.0,456.0,334.0,377.0,1329.0,0.0
2769,KR,2003,10976.0,0.0,0.0,732.0,1208.0,1265.0,1207.0,992.0,1472.0,0.0,0.0,0.0,681.0,793.0,501.0,365.0,381.0,1325.0,0.0
2770,KR,2004,11471.0,0.0,0.0,709.0,1276.0,1364.0,1248.0,1017.0,1595.0,0.0,0.0,0.0,659.0,847.0,496.0,340.0,360.0,1516.0,0.0
2771,KR,2005,11638.0,0.0,0.0,687.0,1171.0,1326.0,1336.0,1005.0,1669.0,0.0,0.0,0.0,590.0,842.0,491.0,370.0,373.0,1729.0,0.0
2790,KW,1995,175.0,0.0,0.0,15.0,51.0,32.0,17.0,9.0,0.0,0.0,0.0,0.0,8.0,24.0,9.0,4.0,4.0,2.0,0.0
2791,KW,1996,153.0,0.0,0.0,11.0,45.0,16.0,30.0,4.0,1.0,0.0,0.0,0.0,12.0,17.0,8.0,3.0,3.0,2.0,0.0
2792,KW,1997,201.0,0.0,0.0,23.0,38.0,37.0,22.0,6.0,7.0,0.0,0.0,0.0,17.0,26.0,11.0,7.0,1.0,4.0,0.0
2793,KW,1998,185.0,0.0,0.0,14.0,42.0,42.0,20.0,11.0,5.0,0.0,0.0,0.0,13.0,14.0,9.0,5.0,5.0,5.0,0.0
2794,KW,1999,169.0,0.0,0.0,18.0,49.0,26.0,11.0,10.0,4.0,0.0,0.0,0.0,9.0,23.0,5.0,6.0,4.0,2.0,0.0
2795,KW,2000,180.0,0.0,0.0,10.0,44.0,32.0,21.0,11.0,5.0,0.0,0.0,0.0,11.0,24.0,12.0,5.0,3.0,1.0,0.0
2796,KW,2001,174.0,0.0,0.0,13.0,37.0,29.0,19.0,1.0,6.0,0.0,0.0,0.0,13.0,30.0,14.0,4.0,5.0,2.0,0.0
2797,KW,2002,206.0,0.0,0.0,14.0,47.0,32.0,26.0,9.0,3.0,0.0,0.0,0.0,15.0,37.0,11.0,7.0,3.0,2.0,0.0
2798,KW,2003,201.0,0.0,0.0,14.0,39.0,33.0,26.0,11.0,5.0,0.0,0.0,0.0,16.0,31.0,18.0,2.0,3.0,1.0,0.0
2800,KW,2005,187.0,0.0,0.0,12.0,45.0,29.0,26.0,8.0,3.0,0.0,0.0,0.0,13.0,31.0,11.0,3.0,1.0,5.0,0.0
2801,KW,2006,284.0,0.0,0.0,19.0,72.0,40.0,37.0,14.0,3.0,0.0,0.0,0.0,17.0,41.0,23.0,5.0,6.0,6.0,0.0
2821,KY,1998,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2822,KY,1999,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2823,KY,2000,5.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2824,KY,2001,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2827,KY,2004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2830,KY,2007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2850,KZ,1998,6180.0,0.0,0.0,795.0,1009.0,817.0,628.0,515.0,78.0,0.0,0.0,0.0,625.0,713.0,457.0,204.0,174.0,69.0,0.0
2852,KZ,2000,8903.0,0.0,0.0,1057.0,1409.0,1379.0,923.0,439.0,218.0,0.0,0.0,0.0,999.0,1079.0,599.0,275.0,202.0,204.0,0.0
2853,KZ,2001,9079.0,0.0,0.0,1038.0,1477.0,1485.0,1011.0,429.0,211.0,0.0,0.0,0.0,1040.0,1062.0,570.0,263.0,194.0,173.0,0.0
